Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary
Ellen's Run,08/16/20,Southampton,New York,running,5km,https://www.ellenhermanson.org/events/,info@ellensrun.org,The Ellen Hermanson Foundation ensures access to state-of-the art breast health care and empowers people affected by cancer. Proceeds benefit The Ellen Hermanson Breast Center at Stony Brook Southampton Hospital and The Ellen’s Well support program.
Geneva Half Marathon,08/16/20,Geneva,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=64388,,As you approach mile 1 you will start a gentle run climb as you pass South Main historic row houses and the grounds of Hobart & William Colleges. Seneca Lake will always be near as you proceed on to the grounds of Hobart & William Smiths  Davis Gallery Houghton House.
Geneva Half Marathon,08/16/20,Geneva,New York,running,13.1mi relay,https://runsignup.com/Race/Register/?raceId=64388,,As you approach mile 1 you will start a gentle run climb as you pass South Main historic row houses and the grounds of Hobart & William Colleges. Seneca Lake will always be near as you proceed on to the grounds of Hobart & William Smiths  Davis Gallery Houghton House.
Made in The Roc,08/16/20,Rochester,New York,running,10km,https://runsignup.com/Race/NY/Rochester/MadeintheROC,,"Both courses will run UNDER Ridge Road. They'll go past George Eastman's Memorial where his ashes are buried, past Kodak's oldest building, along with several other corporations. This course exhibits beauty via its industrial and creatively engineered buildings and infrastructure. You can feel the productivity,  imaginativeness and inventiveness throughout the campus."
Made in The Roc,08/16/20,Rochester,New York,running,5km,https://runsignup.com/Race/NY/Rochester/MadeintheROC,,"Both courses will run UNDER Ridge Road. They'll go past George Eastman's Memorial where his ashes are buried, past Kodak's oldest building, along with several other corporations. This course exhibits beauty via its industrial and creatively engineered buildings and infrastructure. You can feel the productivity,  imaginativeness and inventiveness throughout the campus."
Tough Mudder - Buffalo,08/16/20,Glenwood,New York,running,8mi,https://toughmudder.com/find-an-event/,,Tough Mudder is more than a mud run - it's an epic teamwork experience. Tackle 8-10 miles and 25 obstacles with our Tough Mudder Classic or take on 3 miles and 13 obstacles with our Tough Mudder 5K.
Tough Mudder - Buffalo,08/16/20,Glenwood,New York,running,3mi,https://toughmudder.com/find-an-event/,,Tough Mudder is more than a mud run - it's an epic teamwork experience. Tackle 8-10 miles and 25 obstacles with our Tough Mudder Classic or take on 3 miles and 13 obstacles with our Tough Mudder 5K.
Tour de Force Charity Run,08/16/20,Plattsburgh,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=14028,,"The Tour De Force Charity will be sponsoring a Half Marathon, 10k and 5k and one mile walk at Mooney Bay Marina located at 15 Mooney Bay Drive in Plattsburgh, N.Y.12901 on 08/16/20"
Tour de Force Charity Run,08/16/20,Plattsburgh,New York,running,10km,https://runsignup.com/Race/Register/?raceId=14028,,"The Tour De Force Charity will be sponsoring a Half Marathon, 10k and 5k and one mile walk at Mooney Bay Marina located at 15 Mooney Bay Drive in Plattsburgh, N.Y.12901 on 08/16/20"
Tour de Force Charity Run,08/16/20,Plattsburgh,New York,running,5km,https://runsignup.com/Race/Register/?raceId=14028,,"The Tour De Force Charity will be sponsoring a Half Marathon, 10k and 5k and one mile walk at Mooney Bay Marina located at 15 Mooney Bay Drive in Plattsburgh, N.Y.12901 on 08/16/20"
Tour de Force Charity Run,08/16/20,Plattsburgh,New York,running,1mi,https://runsignup.com/Race/Register/?raceId=14028,,"The Tour De Force Charity will be sponsoring a Half Marathon, 10k and 5k and one mile walk at Mooney Bay Marina located at 15 Mooney Bay Drive in Plattsburgh, N.Y.12901 on 08/16/20"
Tawasentha XC 5K,08/17/20,Guilderland,New York,running,5km,https://www.hmrrc.com/races/2020/tawasentha-xc-5k-no-2-3,jkinnicutt@gmail.com,"This is a club race, free for members."
Muddy Dash - New York,08/22/20,Monticello,New York,running,5km,https://endurancecui.active.com/new/events/65163253/select-race?_p=5980201629335231,info@muddydash.com,"Our races are based around a 5k structure, so you can generally expect about 3 miles of mud, walls, ropes, monkey bars, and 15+ other examples of anything we’re able to fit into the unique Muddy Dash venue we visit."
NYCRUNS Brooklyn Ice Cream Social 5K/10K,08/22/20,Brooklyn,New York,running,10km,https://nycruns.com/register-race/?race=nycruns-brooklyn-ice-cream-social-5k--10k-,theteam@nycruns.com,"Join us in Prospect Park for either a 5K or a 10K. Gun it for a PR in the 5K or cruise to the finish in the 10K. Either way, come out for our end of summer spectacular and what better way to end summer than with Ice Cream!"
NYCRUNS Brooklyn Ice Cream Social 5K/10K,08/22/20,Brooklyn,New York,running,5km,https://nycruns.com/register-race/?race=nycruns-brooklyn-ice-cream-social-5k--10k-,theteam@nycruns.com,"Join us in Prospect Park for either a 5K or a 10K. Gun it for a PR in the 5K or cruise to the finish in the 10K. Either way, come out for our end of summer spectacular and what better way to end summer than with Ice Cream!"
Twisted Branch Trail Run,08/22/20,Naples,New York,running,100K trail run,http://ultrasignup.com/register.aspx?did=70488,,There is a reroute on the FLTC trail that we will not use on Race Day. We will instead be using a special route designed just for race day. You will not see this route mapped anywhere on our site. This is a route we are taking strictly on the day of the race.
Valley Nature Run/Walk,08/22/20,Syracuse,New York,running,4mi,https://runsignup.com/Race/Register/?raceId=33711,,"The Run will start & finish at Meachem Field located on W. Seneca Tpke. Syracuse, NY"
Valley Nature Run/Walk,08/22/20,Syracuse,New York,running,Kids Run,https://runsignup.com/Race/Register/?raceId=33711,,"The Run will start & finish at Meachem Field located on W. Seneca Tpke. Syracuse, NY"
Tawasentha XC 5K,08/24/20,Guilderland,New York,running,5km,https://www.hmrrc.com/races/2020/tawasentha-xc-5k-3-3,jkinnicutt@gmail.com,"This is a club race, free for members."
A Midsummer Night's Madness Half Marathon,08/29/20,Honeoye Falls,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=43361,,Welcome to the Summer edition of Medved Madness! Come join us for fun on the trails in Mendon Ponds Park. Similar to our Medved Madness you will be able to run the course solo or as a team of three (3). This three (3) loop course will take you through different parts of Mendon Ponds Park covering a little over 13 miles. All loops will start and end at DEVIL'S BATHTUB.
A Midsummer Night's Madness Half Marathon,08/29/20,Honeoye Falls,New York,running,13.1mi relay,https://runsignup.com/Race/Register/?raceId=43361,,Welcome to the Summer edition of Medved Madness! Come join us for fun on the trails in Mendon Ponds Park. Similar to our Medved Madness you will be able to run the course solo or as a team of three (3). This three (3) loop course will take you through different parts of Mendon Ponds Park covering a little over 13 miles. All loops will start and end at DEVIL'S BATHTUB.
End of Summer Half Marathon,08/29/20,Rockaway Beach,New York,running,13.1mi,https://endurancecui.active.com/new/events/66113252/forms?_p=18428448085679094,,"Run will begin at 7:30 am on the Boardwalk on Beach 116th Street,Doors will open 90mins before the run to pick up numbers and bag check at 114-04 Beach Channel Drive"
Black Diamond Express Trail Race,08/30/20,Mendon,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=9267,,"For 2020 (our 9th year!), we have CASH PRIZES for the Half Marathon ($300 to the male and female winners; $100 to the male and female 2nd place runners), and USATF Course Certification for the Half Marathon (NY17052JG)."
Black Diamond Express Trail Race,08/30/20,Mendon,New York,running,5K trail run,https://runsignup.com/Race/Register/?raceId=9267,,"For 2020 (our 9th year!), we have CASH PRIZES for the Half Marathon ($300 to the male and female winners; $100 to the male and female 2nd place runners), and USATF Course Certification for the Half Marathon (NY17052JG)."
First Responders 5K,09/04/20,Webster,New York,running,5km,https://runsignup.com/Race/Register/?raceId=63273,,"The First Responders 5K Presented by L3Harris Technologies will recognize the strength, perseverance, and courage of Police Officers, Firefighters, EMTs, 911 Operators and their families in our local community"
Crosswinds 5K,09/05/20,Canandaigua,New York,running,5km,https://runsignup.com/Race/Register/?raceId=33233&eventId=368729,,"The Crosswinds 5K Run/Walk is a community outreach event to benefit the Patient Needs Fund at Wilmot Cancer Institute’s Sands Cancer Center at UR Medicine Thompson Health in Canandaigua, NY."
Ring of Fire 5K,09/05/20,Northville,New York,running,5km,https://runsignup.com/Race/NY/Northville/CM5KWalkRun,kennethadamczyk@live.com,"Join us for a 5k road race in Northville, NY - this year's race will benefit the Northville/Northampton Youth Program. 8:30 am check-in starts/9:30 am race begins. Early Bird Registration starts 31 March 2020, $30 entry fee ($15 for kids ages 12 and under)! Just Changed!! Race Day Registration will be $35 adults/$20 kids."
Rogue Run,09/05/20,Seaford,New York,running,10km,https://runsignup.com/Race/Register/?raceId=27391,,DARK STRIDES RACES happen at night time. All Athletes MUST WEAR head lamps to compete in DarkStrides.com events
Rugged Maniac Obstacle Race - Long Island,09/05/20,Calverton,New York,running,5K obstacle run,https://ruggedraces.enmotive.com/events/register/2020-rugged-maniac-long-island,,"Remember when you were a kid and you used to run around outside with your friends climbing trees, jumping in puddles, playing tag, and just plain having fun? Well Rugged Maniac is simply an adult version of that! We build 25+ epic obstacles for you and your friends to play on (like fire jumps, water slides, trampolines, and underground tunnels), put them in a 3-mile course, and then throw a crazy party with plenty of beer and music!"
Udderly Rugged Run,09/05/20,Lowville,New York,running,5K obstacle run,https://mapleridgecenter.org/edit-form-embed-code-articles/131-udderly-muddy-rugged-run,david@beavercamp.org,"The Udderly Rugged Run is a 5K for family and friends who want to run, crawl, climb, balance, and jump their way through a course filled with a variety of obstacles."
Oak Tree Half Marathon,09/06/20,Geneseo,New York,running,13.1mi,https://www.geneseevalleyconservancy.org/index.php?/race,oaktree@geneseevalleyconservancy.org,"The first Oak Tree Race was held in 2005 to raise money to support the conservation work of the not-for-profit Genesee Valley Conservancy. The event has since grown into a regional attraction and a premier event in Western New York with over 750 runners. The race continues to raise funds for conservation each year. The event consists of a Half Marathon, 5K, and free kids fun runs."
Robert C. McAvoy Labor Day Five Mile Run,09/07/20,Long Beach,New York,running,5mi,https://runsignup.com/Race/Register/?raceId=35091,,Start & finish on Laurelton Blvd and the boardwalk
Old Forge Marathon,09/11/20,Old Forge,New York,running,10km,https://runsignup.com/Race/Register/?raceId=84624,willowhwc@gmail.com,"All the race events will take place on established bike (snowmobile in the winter) trails that run between the northeast portion of Old Forge, just north of the Water Safari, and work their way towards Eagle Bay. The trail course is mostly gravel and dirt roads. A true Adirondack experience. Fall foliage is estimated to be around 25% peak."
Shawangunk Ridge Trail Run,09/11/20,Rosendale,New York,running,70 mile trail run,https://ultrasignup.com/register.aspx?did=71802,,"The Shawangunk Ridge Trail (SRT) is a 70-mile hiking trail that traverses the entire length of the Shawangunk Mountains, from High Point State Park in New Jersey, where the SRT intersects the Appalachian Trail, all the way to the town of Rosendale, New York, where the trail ends just beyond a restored railroad trestle 140 feet above the Rondout Creek."
Arc Race Half Marathon,09/12/20,Liverpool,New York,running,13.1mi,http://arconondaga.wpengine.com/new_event/race/,prinfo@arcon.org,"The 26th Annual Arc Race will be held on Saturday, September 12, 2020 at Long Branch Park in Liverpool from 7:00 a.m. to 2:00 p.m. The USATF-certified event includes Half Marathon and 5K runs, a non-competitive 3K Family Fun Walk and a Kids 1 Mile Fun Run for children ages 5-12."
Old Forge Marathon,09/12/20,Old Forge,New York,running,26.2mi,https://runsignup.com/Race/Register/?raceId=21735,willowhwc@gmail.com,"All the race events will take place on established bike (snowmobile in the winter) trails that run between the northeast portion of Old Forge, just north of the Water Safari, and work their way towards Eagle Bay. The trail course is mostly gravel and dirt roads. A true Adirondack experience. Fall foliage is estimated to be around 25% peak."
September 25K,09/12/20,Rockaway Park,New York,running,25km,https://endurancecui.active.com/new/events/66131353/forms?_p=1476848266095836,,Run will begin at 8:00am on the Boardwalk on Beach 116th Street Doors will open 90mins before the run for number pick up and bag check at 114-04 Beach Channel Drive
Shawangunk Ridge Trail Run,09/12/20,Rosendale,New York,running,50mi,https://ultrasignup.com/register.aspx?did=71802,,"Shawangunk Ridge Trail Run includes four separate divisions, which are designed to appeal to athletes with a range of abilities. The 1/2 marathon and 30-mile division are suitable for fast hikers as well as runners, but please note the 50 and 70-mile divisions are not suitable for beginners."
Swain Swamp Stomp & Obstacle Challenge,09/12/20,Swain,New York,running,4 mile mud run,https://www.eventbrite.com/e/2020-swain-swamp-stomp-obstacle-challenge-registration-77170494025,info@swain.com,"The SWAIN SWAMP STOMP & Obstacle Challenge is back! The event is a 4 mile course consisting of 25 obstacles, perfect for both the weekend warrior looking for a new challenge as well as the casual runner looking their first challenge. The course will be completely redesigned from last year so be ready for a fresh, new experience."
TeamCindy 5K Run for Research,09/12/20,New York,New York,running,5km,https://www.teamcindy.org/run-for-research/,office@bafound.org,"This was our 6th annual run and we broke our fundraising record! The 2019 TeamCindy(TM) Run for Research has been completed, but you can still make a donation to support our mission"
Dutchess County Classic,09/13/20,Poughkeepsie,New York,running,13.1mi,https://dutchesscountyclassic.org/,info@dutchesscountyclassic.org,Mid Hudson Road Runners Club Classic. Now on the William R. Steinhaus Dutchess Rail Trail and crossing the Walkway Over the Hudson. The full marathon is back!
I Run For... 5K,09/13/20,Whitney Point,New York,running,5km,https://runsignup.com/Race/Register/?raceId=28366&eventId=363057,irunforhalfmarathon@gmail.com,"We love our new home at Dorchester Park so much that we can hardly wait to go back! Join us for the next I Run For… event Sunday, Sept. 13, 2020. We’ll have a 5K (see map), plus we’re working on adding an 8-mile race (see map) that extends beyond the 5K route and uses the seasonal access road going most of the way around Dorchester Lake."
NYC Lives Half Marathon,09/13/20,Brooklyn,New York,running,13.1mi,https://www.active.com/brooklyn-ny/running/distance-running-races/nyc-lives-half-marathon-2020?afid=156210&ltcmp=254301&ltclickid=12_54715759_a1fcfb7a-01e5-434e-bf50-2b5649aceab7&cmp=39N-DP260-BND10-SD230-DM20&cdg=affiliate-254301,,"NYC LIVES HALF (former Indian Summer) Run on the Coney Island boardwalk known as America's First Playground! It is one of New York's top attractions! Receive a technical shirt with full color logo. Medals to all Finishers, personalized bibs and live chip timed results! The course consists of three loops and every loop/split is uploaded in real time."
Pumpkin Trail Run,09/13/20,Marcellus,New York,running,10km,https://runsignup.com/Race/Register/?raceId=78706,,"Come join the Marcellus Sports Booster Club for a great trail run through the hills and fields surrounding Tim's Pumpkin Patch in Marcellus, NY. Both 5k and 10k races are offered. Stay after the race for family fun, food, music and craft beer."
"Run for the Six - Walk, Run, Remember",09/13/20,Suffern,New York,running,5km,https://www.holocauststudies.org/runwalk.html,,Together we will walk six laps on the RCC track or run a 5K around the campus as we remember the six million Jewish victims of the Holocaust.
ADK 5K,09/19/20,Lake George,New York,running,5km,https://www.greatamericanbreweryraces.com/adk-5k,,The ADK 5k course is truly special and provides a memorable run. Sweeping views of Lake George are visible throughout the race. The course hugs the lake in this out and back. Hills are minimal: the biggest (only a 60' climb) occurs on the course between Beach Road and 9L (at Garrisons)
Finger Lakes Mud Run,09/19/20,Auburn,New York,running,Kids Run,https://runsignup.com/Race/Register/?raceId=31230,,"The 9th Annual Finger Lakes Mud Run is an outdoor challenge course that takes place on the beautiful grounds of Everest Park, with 35 obstacles both man made and natural, that is roughly 3.5 miles long."
Helping Horses and Hounds Running Club 5K,09/19/20,Montour Falls,New York,running,5km,https://runsignup.com/Race/Register/?raceId=65103,,"Join us for a wonderful SUNSET RUN!! Helping Horses & Hounds 5K Run, 3K KIDS Run & 3K Walk will be held SEPTEMBER 21st at 4PM on the beautiful Catherine Valley Trail! Proceeds benefit the SailEquine Horse Program for anxiety & PTSD as well as the Horseheads Animal Shelter!"
KMR Night Ops,09/19/20,Varysburg,New York,running,5mi,https://www.kiamemorialmarch.com/events-page/kmr-nights-ops-2/,jason@kiamemorialmarch.com,"Please join us on the evening of Saturday September 14, 2019 for the KMR Night Ops 5K Road March in honor of all the brave men and women from NY State who have made the ultimate sacrifice defending our nation. This unique event will take place at Buffalo Hill Village Campground in Varysburg, NY (Home of Jam in the Valley). The 5K event will take place in the dark of night."
Mighty Niagara Half Marathon & Hospice Dash 5K,09/19/20,Youngstown,New York,running,13.1mi,https://mightyniagara.itsyourrace.com/register/,pbeatty@racemanagementsolutions.com,"You're running alongside the Niagara River, through the historic villages of Lewiston and Youngstown. Invigorated by the beat of the band you just passed, you feel the cheers of the spectators pushing you forward. You're counting the miles, but at the same time you're not, because the views are literally (and physically) breathtaking along the down-hill course."
Planet NY Half Marathon,09/19/20,Queens,New York,running,13.1mi,https://endurancecui.active.com/new/events/66774451/select-race?e4p=1f895b59-9390-4f1f-89d2-e59ebf938777&e4ts=1577540828&e4q=a71c2093-f07c-4228-916f-70e86429dc98&e4c=active&ltcmp=254301&e4e=snawe00000000&e4h=d48c6e4bff6cb3ec113666a45769603b&regnow=awe-regnow&ltclickid=12_54715759_a1fcfb7a-01e5-434e-bf50-2b5649aceab7&e4rt=Safetynet&_p=30439045809767995,,Bring it! The Queens NYC Half & 5K is on a marked course in Flushing Meadow Park. The course consist of three loops. Every loop will be timed in real time! It’s a great way to build on your long run and enjoy a summer day!
Rochester Marathon,09/19/20,Rochester,New York,running,5km,https://runsignup.com/Race/Register/?raceId=7114,events@yellowjacketracing.com,Feel the energy around every corner. The breathtaking views along the historic Genesee River. The overwhelming crowd support from neighbors and volunteers. The perfect mix of elevation changes to keep you challenged. The inspiration from the thousands of runners alongside you. The Rochester Marathon has it all.
Prospect Park 13.1 Half Marathon,09/20/20,Brooklyn,New York,running,13.1mi,https://endurancecui.active.com/new/events/64969651/select-race?ltcmp=254301&regnow=awe-regnow&ltclickid=01_49372269_1b985df9-9ddc-4020-9633-4d9974cd9a0b&_p=9976113061604772,RaceGuys@TrimaraSports.com,Come race in one of world's best urban parks. The Prospect Park 13.1 will be 13.1 miles of beautiful and historic running. This hallowed battle ground of the American Revolution provides a gorgeous setting for a challenging multiloop race through the heart of Brooklyn. Register now while you still can and be a part of history.
Rochester Marathon,09/20/20,Rochester,New York,running,26.2mi,https://runsignup.com/Race/Register/?raceId=7114,events@yellowjacketracing.com,Feel the energy around every corner. The breathtaking views along the historic Genesee River. The overwhelming crowd support from neighbors and volunteers. The perfect mix of elevation changes to keep you challenged. The inspiration from the thousands of runners alongside you. The Rochester Marathon has it all.
Saratoga Palio: Melanie Merola O'Donnell Memorial Race,09/20/20,Saratoga Springs,New York,running,13.1mi,https://zippyreg.com/online_reg/index.php?e=1352,raceinfo@themelaniefoundation.com,"The Half Marathon and 5K races both start on North Broadway and end at Congress Park in downtown Saratoga Springs. The Half Marathon course runs through the beautiful Saratoga Spa State Park and eventually finishes up by joining the 5K course, which spans through Saratoga's west side before turning into Congress Park."
Sri Chinmoy 5K/10K - Alley Pond Park,09/20/20,New York,New York,running,10km,https://srichinmoyracesny.redpodium.com/sri-chinmoy-5k-10k-alley-pond-park2020,,"A fun and scenic 5K loop through Alley Pond Park and a section on the Vanderbilt Parkway. 5K = 1 loop, 10K = 2 loops. Course is 99% paved, with two very short sections across dirt/gravel. Full disclosure - this course does have hills!"
Adirondack Marathon,09/26/20,Schroon Lake,New York,running,26.2mi,https://www.adirondackmarathon.org/,adirondackmarathon@yahoo.com,
Amish Country Running Festival,09/26/20,Randolph,New York,running,26.2mi,https://runsignup.com/Race/Register/?raceId=60803,coachmarkwilson@gmail.com,"Enjoy this course as it rolls thru the largest Old Order Amish Community in the US. You will have breathtaking views from vistas that you won’t get anywhere else. You will see working Amish farms, clothes lines full of crisp, clean laundry, the colors of autumn and be greeted by waving Amish families as you run past their homes."
Great South Bay Run,09/26/20,Bay Shore,New York,running,13.1mi,https://runsignup.com/Race/Register/?raceId=34962,,"Each race begins and ends at the Bay Shore Marina Park, enjoy scenic courses as you run through the historic Bay Shore downtown area passing beautiful residential homes located by the Brightwaters Lakes, Cascades, and Canals. Finish with unobstructed views of Fire Island, and the Great South Bay!!"
Hamptons Marathon,09/26/20,Southampton,New York,running,26.2mi,https://capstoneraces.com/hamptons-marathon/register/,info@hamptonsmarathon.com,"Race along the most beautiful terrain of Long Island’s East End at the 14th annual Hamptons Marathon & Half on September 26, 2020. Travel on foot through Southampton Village with views of the Atlantic Ocean, Shinnecock Bay and Coopers Beach"
Bay Ridge Half Marathon,10/03/20,Brooklyn,New York,running,13.1mi,http://www.trimarasports.com/bay-ridge-half-marathon.html,RaceGuys@TrimaraSports.com,"This flat and fast course along the Shore Road Promenade in Bay Ridge, Brooklyn is perfect for setting those PRs. It offers some of the city's most breathtaking views of the Verrazano Bridge, Lower Manhattan and the Statue of Liberty."
Kilt'd 5K 2020,10/03/20,Binghamton,New York,running,5km,https://runsignup.com/Race/Register/?raceId=83860,,"Check out and be a part of Kilts on Kattelville!!! This year we have loads of fun in store, and we have really appreciated all of the support from last year and look forward to an even better one. 5k Kilts are once again available and the course will be VERY WELL MARKED and lots of volunteers!"
McQuaid Invitational,10/03/20,Rochester,New York,running,3mi,http://www.mcquaidinvitational.com/,,
Monroe Community College 5K Run/Walk for Scholarships,10/03/20,Rochester,New York,running,5km,https://www.monroecc.edu/depts/foundation/alumni/annual-5k-walkrun-for-scholarships/,,"Event includes: commemorative T-shirt face painting, photo area, caricaturist, Zumba warm-up, children's activities, music provided by WMCC The Pulse, refreshments and more!"
Riot Run 5K,10/03/20,Auburn,New York,running,5km,https://www.greatamericanbreweryraces.com/riot-run-5k,,"Prison City's Mass Riot has been repeatedly recognized as one of the best IPAs in the world. We are excited to return to Auburn for the second annual Prison City Riot Run t in 2020. The Riot Run 5k will start and end right near the brewery, chip timed, closed course with live music, food, yard games and a Mass Riot for all runners."
Sitrin's Stars & Stripes Run,10/03/20,Marcy,New York,running,5km,https://www.sitrin.com/about/events/starsandstripes/,info@sitrin.com,"It's not too early to get your team together for next year's Stars & Stripes Run~Walk! The 5K run, wheelchair race, and 2-mile walk will take place on Saturday, October 3, 2020 on the SUNY Poly campus. We encourage you to participate in honor or in memory of a loved one who has served our country, or simply to support our veterans!"
Wineglass Weekend,10/03/20,Corning,New York,running,5km,https://runsignup.com/Race/Register/?raceId=26594,info@wineglassmarathon.com,"The course is fast. Very fast. Personal records tend to fall here. Beyond the chance for a PR, the speed also makes Wineglass one of the top spots to qualify for the Boston Marathon. And the early autumn scenery is stunning."
Paine to Pain Trail Half Marathon,10/04/20,New Rochelle,New York,running,13.1 mile trail run,http://www.painetopain.com/,eric@painetopain.com,Paine to Pain is a giant single loop that winds its way through the woods and trails of five different lower Westchester parks. You never run the same trail twice and will spend 90% of your time on dirt (and rocks and roots) in the shade of the woods.
Run for the Acorns,10/04/20,East Bethany,New York,running,10km,https://www.geneseeacorns.org/run.html,,
Wineglass Weekend,10/04/20,Corning,New York,running,26.2mi,https://runsignup.com/Race/Register/?raceId=26594,info@wineglassmarathon.com,"The course is fast. Very fast. Personal records tend to fall here. Beyond the chance for a PR, the speed also makes Wineglass one of the top spots to qualify for the Boston Marathon. And the early autumn scenery is stunning."
Can Lake 50 Ultras,10/10/20,Canandaigua,New York,running,50mi,https://runsignup.com/Race/Register/?raceId=29687,CanLake50@gmail.com,"Looking for a well-supported run in a spectacular setting with attractions for the whole family? Whether your goal is to run a first ultra, conquer a challenging 50-miler, or set a personal record, the Can Lake 50 is the race for you."
Life Is a Journey,10/10/20,Branchport,New York,running,10km,https://runsignup.com/Race/NY/Branchport/LifeisaJourneyCelebratetheFinish10K,lifeisajourney10k@keukacomfortcarehome.org,"We are so excited to announce our return for a third year of fun at the wonderful venue of the Finger Lakes Museum and Aquarium in Branchport, NY. With your help, we hope to make our 2020 event even bigger and better! We moved the race to Saturday of Columbus Day Weekend to enjoy the great fall colors and other festivities in the Finger Lakes at that time."
NYC Fall Half in Queens,10/10/20,Queens,New York,running,13.1mi,https://endurancecui.active.com/new/events/66792954/select-race?e4p=d519ae09-919e-44e4-b984-6a9c5699d197&e4ts=1577603484&e4q=b3602d49-b5c8-47fd-a81e-cfd7ee041f75&e4c=active&ltcmp=254301&e4e=snawe00000000&e4h=13e24ae8bd8bbe7aef76c65c9d622408&regnow=awe-regnow&ltclickid=12_54790810_4330bc9a-a85b-4da9-90d9-f941c965a791&e4rt=Safetynet&_p=023970425264094875,,Bring it! The Queens NYC Half & 5K is on a marked course in Flushing Meadow Park. The course consist of three loops. Every loop will be timed in real time! It’s a great way to build on your long run and enjoy a summer day!
ROCtoberfest 5K,10/10/20,Rochester,New York,running,5km,http://yellowjacketracing.com/races/roctoberfest-5k,,Grab your running shoes and lederhosen and celebrate the German way with our first ever ROCtoberfest 5K! Join us at Genesee Valley Park for a fun festival kicked off by the 5K run/walk that also will serve as a fundraising event for local charities. Let's celebrate Rochester and all the charities in it.
Tesla Hertz Run,10/10/20,Rocky Point,New York,running,100 mile trail run,http://teslahertzrun.com/,,All races have a cut off of Oct 13th at NOON. You must be out on your last loop by 9am and runners must reach the Whiskey Girl aid station by on 10 :30 Sunday Oct 13th to finish on time
Brooklynite Half Marathon,10/11/20,Brooklyn,New York,running,18mi,https://endurancecui.active.com/new/events/66469252/select-race?_p=8711419655025356,,The course for The Brooklynite Fall Half Marathon consists of three loops. Start and finish is at the American Veterans Memorial Pier.
Fall Foliage Half Marathon,10/11/20,Rhinebeck,New York,running,13.1mi,https://www.fallfoliagehalf.com/,info@fallfoliagehalf.com,"A perfect final training run before the New York City Marathon, or a perfect way to spend a weekend in the country, running in this gorgeous setting."
Mohawk Hudson River Marathon,10/11/20,Schenectady,New York,running,26.2mi,https://www.zippyreg.com/online_reg/?e=1353,info@mohawkhudsonmarathon.com,"Your PR awaits. Think fast. Think flat. Think about accomplishing one of the greatest challenges of your life: the marathon. There's no better place to test your mental and physical strength than on our course, described in Runner's World Magazine as ""simple, understated and stunning"", an event with ""all the amenities of a major marathon with none of the hassles."" See it for yourself."
Rockaway Half and Whole Marathon,10/11/20,Rockaway Park,New York,running,26.2mi,https://endurancecui.active.com/new/events/66119354/select-race?ltcmp=254301&regnow=awe-regnow&ltclickid=12_55168680_e038ee72-adad-4eb0-a82f-1305c4b73b97&_p=5062274337108583,,"Run will begin at 8:00am on the Boardwalk on Beach 116th Street Doors will open 90mins before the race for number pick up and bag check at 114-04 Beach Channel Drive Rockaway Park, NY"
Bigfoot Dash,10/17/20,Middle Island,New York,running,5 mile trail run,https://runsignup.com/Race/Register/?raceId=52789,,"Race 5 miles through the trails at Cathedral Pines County Park, located in Middle Island, NY. This Race will benefit The Lustgarten Foundation."
Happy Jack 5K,10/17/20,West Nyack,New York,running,5km,https://runsignup.com/Race/Register/?raceId=38121,,"The Happy Jack 5k is an annual, family friendly 5k walk/run that honors the life of our son, John Thomas ""Happy Jack"" Doyle. All proceeds go to The Happy Jack Fund which provides annual scholarships to HS students who have lost a sister/brother as well as provide families with support who are suffering through the loss of a child"
NYCRUNS Brooklyn Marathon,10/17/20,Brooklyn,New York,running,26.2mi,https://nycruns.com/register-race/?race=nycruns-brooklyn-marathon--half-marathon,theteam@nycruns.com,"Join us on October 17, 2020 and take a tour through historic Brooklyn USA. The race will showcase Brooklyn neighborhoods including Prospect Heights, Crown Heights, Windsor Terrace, and Kensington and finish in iconic Prospect Park."
Shelter Island Fall 5K,10/17/20,Shelter Island,New York,running,5km,https://www.shelterislandfall5k.com/,info@shelterislandrun.com,The Shelter Island Fall 5k was created out of love and memory for those who fight breast and women's cancers.
Shelter Island Fall 5K,10/17/20,Shelter Island Heights,New York,running,5km,https://www.shelterislandfall5k.com/,info@shelterislandrun.com,The Shelter Island Fall 5k was created out of love and memory for those who fight breast and women's cancers.
Malverne 5K for Education,10/18/20,Malverne,New York,running,5km,https://runsignup.com/Race/Register/?raceId=23679,,"The Malverne Educational and Fitness Foundation (MEFF) presents Malverne 5K, preceded by a fun run for kids of age 9 and under. The net proceeds of the 5K run go to the MEFF, a not-for-profit 501(c)(3) organization supporting youth programs in the Malverne school district. Runners can pick up their bibs on the day of the run at the Malverne high school (school located East of Ocean Ave.) beginning 7:45 a.m."
Ridgewalk & Run,10/18/20,Wellsville,New York,running,25K trail run,https://runsignup.com/Race/Register/?raceId=82056,Ridgewalk@jmhny.org,"The 28th Annual RidgeWalk & Run Event, located in beautiful southwestern New York State takes place each fall as the hillsides are turning into a kaleidoscope of rich reds, oranges and yellows."
