Name,Date,Location/City,State,Category,Distance,Website/Reg Link,Contact Email,Summary
Delaware and Raritan Canal parkrun,8/1/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Jersey Girl 3 Mile Run/Walk,8/1/2020,Long Branch,New Jersey,running,3mi,https://raceforum.com/jg,info@splitsecondracing.net,The best women's only event the Jersey Shore has to offer!
Kortney's Challenge,8/2/2020,Oceanport,New Jersey,running,2mi,https://thekortneyrosefoundation.org/kortneys-challenge/,info@thekortneyrosefoundation.org,"The 15th Annual Kortney’ s Challenge will be held Sunday, August 2, 2020 (First Sunday in August)"
Murph Mile,8/5/2020,Cape May,New Jersey,running,1mi,https://runsignup.com/Race/NJ/CapeMay/TheMurphMile,,This would be a 1 mile road running race to raise money for the Clete Cannone Scholarship Fund.  Starting in 2014 one of the scholarships that the CMBPBA awards will be named in honor of Kevin Murphy.  All proceeds from this event would go to funding this scholarship.
Captain Bill Gallagher 10 Mile Island Run,8/8/2020,Sea Isle City,New Jersey,running,10mi,http://sicbp.com/IslandRun.aspx,rsteele@seaislecitynj.us,"The race will be started at 5:30 PM, rain or shine, on Saturday, August 8, 2020.  Due to safety concerns an electrical storm will necessitate cancelling the run.  Weather cancellations will be announced by 4:30 PM on the beach patrol's Facebook and Twitter accounts."
Delaware and Raritan Canal parkrun,8/8/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Race Called 8,8/8/2020,Woodbury,New Jersey,running,8km,https://runsignup.com/Race/NJ/Woodbury/8Eight,,8th of August 2020 8 Kilometer run or 1 mile walk
Race Called 8 - 1mi,8/8/2020,Woodbury,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Woodbury/8Eight,,8th of August 2020 8 Kilometer run or 1 mile walk
Corporate FunRun South Jersey/Downtown Philly 5K,8/13/2020,Pennsauken Township,New Jersey,running,5km,https://corporatefunrun.com/event/south-jersey-downtown-philly-5k-cooper-river-park-pennsauken/,brucep@corporatefunrun.com,"The pre-race activities (packet and tee shirt pickup, race night registration,company gathering etc) and post-race party (beer-food-music) will all be staged at Jack Curtis Stadium within Cooper River Park."
Delaware and Raritan Canal parkrun,8/15/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Interstate 17 Trail Run,8/15/2020,Closter,New Jersey,running,17mi,https://runsignup.com/Race/NJ/Closter/Interstate17TrailRun,usedrecord@gmail.com,"Traversing beautiful viewpoints along the Hudson River from New Jersey to New York and back again the Interstate 17 Trail Run delivers amazing scenery as it tests your physical prowess. This is NOT your average trail race. This trail is meant to test your strength and endurance. Seventeen miles with approximately 6500 ft. of elevation change, if you're not extremely careful there are many places where you can fall to your death or serious injury. You'll run four times on a four mile loop of rugged technical trails after a mile out and back on road to separate the field of runners for safety. You will complete 3 counterclockwise loops followed by a final loop clockwise. You must check in at the beginning/end of each loop to have your time card punched."
Ocean City Guts & Glory 5K,8/16/2020,Ocean City,New Jersey,running,5km,https://online.crohnscolitisfoundation.org/site/TR?pg=informational&fr_id=9318&type=fr_informational&sid=5013,cpresnell@crohnscolitisfoundation.org,"Join the 2020 Ocean City Guts & Glory 5K Run/Walk on Sunday, August 16, 2020!"
Williamstown Badgers Autumn Lake 5K,8/16/2020,Williamstown,New Jersey,running,5km,https://runsignup.com/Race/NJ/Williamstown/AutumnLakeTriathlon,,"The 4th Annual Williamstown Badgers Autumn Lake Triathlon begins with a 0.4 mile swim in a clean, spring-fed lake in the heart of Williamstown, NJ. The 13 mile bike ride is flat and fast and includes roads with large bike lanes. The 5K run will take place on the property of Autumn Lake Winery and will take you through trails, around two lakes and through the vineyard."
Delaware and Raritan Canal parkrun,8/22/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Terrain Race - New Jersey,8/22/2020,Millville,New Jersey,running,5km,https://www.active.com/millville-nj/running/terrain-race-new-jersey-free-2020,info@terrainracing.com,"Our races are based around a 5k structure, so you can generally expect about 3 miles of mud, walls, ropes, monkey bars, and 15+ other examples of anything we’re able to fit into the unique terrain of each venue we visit. We’re consistently striving for innovation and excitement in our obstacles, so there’s always a chance you’ll see something brand new! From the moment you step off of that start line, until you triumphantly cross the finish, we hope you’re prepared to have the time of your life among so many of your new best friends in the Terrain community."
Delaware and Raritan Canal parkrun,8/29/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Tri the Wildwoods 5K,8/29/2020,North Wildwood,New Jersey,running,5km,https://runsignup.com/Race/NJ/NorthWildwood/TRIWW,info@delmosports.com,"17th Annual Tri the Wildwoods Triathlon, 5K & Kids' Race. A Jersey Shore Triathlon at it’s finest! Since 2004, Tri the Wildwoods has been the flagship race for DelMoSports. Before TRI AC, before Escape the Cape, and before IRONMAN 70.3 Atlantic City there was Tri the Wildwoods. Coined a “Rite of Passage Race,” by the Cape May Star & Wave, Tri the Wildwoods has always been known as a race of unpredictable weather, a challenging course, and possibly the best after party for a triathlon in the state of New Jersey! Simply stated, it’s a “must do” triathlon ‘down the Jersey Shore!"
Delaware and Raritan Canal parkrun,9/5/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Tim Kerr 7 Mile Island Run - 5K,9/6/2020,Avalon,New Jersey,running,5km,https://www.timkerrcharities.org/events/7-mile-island-run/,Midge@timkerrcharities.org,"Through the cooperation of the Borough of Avalon, Tim Kerr Charities, Inc. and the Avalon Lions Club, this year’s event promises to be one of the preeminent fund-raising events that will obtain significant media exposure and attract a field of elite competitors from throughout the United States. Once the 7-Mile and 5K run results are posted there will be GRAB AND GO AWARDS for the overall and various age division winners."
Tim Kerr 7 Mile Island Run,9/6/2020,Avalon,New Jersey,running,7mi,https://www.timkerrcharities.org/events/7-mile-island-run/,Midge@timkerrcharities.org,"Through the cooperation of the Borough of Avalon, Tim Kerr Charities, Inc. and the Avalon Lions Club, this year’s event promises to be one of the preeminent fund-raising events that will obtain significant media exposure and attract a field of elite competitors from throughout the United States. Once the 7-Mile and 5K run results are posted there will be GRAB AND GO AWARDS for the overall and various age division winners."
Askin & Hooker Labor Day 5K,9/7/2020,Sparta,New Jersey,running,5km,http://laborday5k.org/,tierney@askinlaw.com,"The Labor Day 5K and our presenting sponsor at the law firm of Askin & Hooker, LLC are proud to present the 5th Annual Labor Day 5k Run in beautiful Sussex County, NJ! The event will be held on Labor Day, Monday, September 7th, 2020, at the Lake Mohawk Plaza in Sparta, New Jersey. We are excited to present a great race that gives back to an amazing cause. Participants can show off their speed and skills while helping us to preserve our natural resources and support organizations like the Lake Mohawk Preservation Foundation!"
OCNJ Labor Day Race 5M,9/7/2020,Ocean City,New Jersey,running,5mi,http://www.ocnj.us/index.cfm?fuseaction=content.pageDetails&id=2090&typeID=179,Lrumer@ocnj.us,
OCNJ Labor Day Race 5M - 1mi,9/7/2020,Ocean City,New Jersey,running,1mi,http://www.ocnj.us/index.cfm?fuseaction=content.pageDetails&id=2090&typeID=179,Lrumer@ocnj.us,
Paterson Great Falls 5K,9/7/2020,Paterson,New Jersey,running,5km,https://runsignup.com/Race/NJ/Paterson/PatersonGreatFallsNationalHistoricalPark5kRace,,"Paterson Great Falls 5k is a 3.1 mile race is for both the serious athlete looking for a PR or an individual looking for a fun experience with family and friends on Labor Day. This race will take you through the historic sites of Paterson. The race will start alongside the Paterson Great Falls, run alongside the Lou Costello statue, run past the Paterson Museum, run past Hinchliffe Stadium, pass Veteran's Park, run in Pennington Park and back to the Paterson Great Falls towards the finish line. "
Corporate FunRun Garden State 5K,9/9/2020,Clark,New Jersey,running,5km,https://corporatefunrun.com/event/garden-state-5k/,brucep@corporatefunrun.com,"The pre-race activities (packet and t-shirt pick-up, race night registration, company gathering etc) and post-race party will all take place in the section of grass right at the main yellow house which is adjacent to the parking lot. We will have plenty of banquet tables and chairs set up for comfortable seating."
Delaware and Raritan Canal parkrun,9/12/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Flying Fish 5K,9/12/2020,Somerdale,New Jersey,running,5km,https://runsignup.com/Race/Info/NJ/Somerdale/Flyingfish5K,,"Now in it's 7th year, the Flying Fish 5K is the largest 5K in South Jersey! The chip-timed, course winds through a residential neighborhood and back to the Brewery for a post-race festival featuring live music from 10:00 - 4:00 PM, lawn games zone with Cornhole, life size beer pong, and Kan Jam, food trucks and vendors all afternoon at Somerdale Day Festival.  "
Smithville Freedom Run,9/12/2020,Absecon,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Absecon/SMITHVILLEFREEDOMRUN,,"The Smithville Freedom Run is scheduled for Saturday September 12, 2020 at 9:11 am at beautiful Smithville Village in Galloway Township New Jersey. The run honors those who died on September 11th 2001 as well as first responders and our military. You can choose between running our 5K or participate in the 1 mile walk or run. The run benefits Galloway Township’s Official Military Funeral Honor Guard – Last Salute as well as PBA 77."
Smithville Freedom Run,9/12/2020,Absecon,New Jersey,running,5km,https://runsignup.com/Race/NJ/Absecon/SMITHVILLEFREEDOMRUN,,"The Smithville Freedom Run is scheduled for Saturday September 12, 2020 at 9:11 am at beautiful Smithville Village in Galloway Township New Jersey. The run honors those who died on September 11th 2001 as well as first responders and our military. You can choose between running our 5K or participate in the 1 mile walk or run. The run benefits Galloway Township’s Official Military Funeral Honor Guard – Last Salute as well as PBA 77."
Spotswood 5K,9/12/2020,Spotswood,New Jersey,running,5km,https://runsignup.com/Race/NJ/Spotswood/SpotswoodAnnual5kRace,,This basically flat course runs through the beautiful historic town of Spotswood. Come and enjoy the home town touch that our town provides!
Run the Vineyards - Good Day for a Run 15K/5K,9/13/2020,Landisville,New Jersey,running,5km,https://runsignup.com/Race/NJ/Landisville/RuntheVineyardsGoodDayforaRun15K5KFestival,ken@gooddayforarun.com,Run the Vineyards - Good Day for a Run 15K/5K & Festival will celebrate the love and FUN of running! Walkers welcome to participate in this event (must be registered)
Run the Vineyards - Good Day for a Run 15K/5K,9/13/2020,Landisville,New Jersey,running,15km,https://runsignup.com/Race/NJ/Landisville/RuntheVineyardsGoodDayforaRun15K5KFestival,ken@gooddayforarun.com,Run the Vineyards - Good Day for a Run 15K/5K & Festival will celebrate the love and FUN of running! Walkers welcome to participate in this event (must be registered)
Your First Mud Run - Wildwood,9/13/2020,Wildwood,New Jersey,running,1.5mi,https://runsignup.com/Race/NJ/Wildwood/YourFirstMudRunatWildwood,,"Your First Mud Run is the ONLY mud run in the country designed so both parents and kids can run together. Our courses are 1.5 - 2 miles and include 8 - 12 obstacles that are designed for adults and kids. If you ever thought about doing a mud run, ours is the perfect ""first timer"" event! Anyone 5 years old and up can participate in the fun! We are the largest ""family friendly"" and ""first timer"" Mud Run in the country!"
Your First Mud Run - Wildwood,9/13/2020,Wildwood,New Jersey,running,2mi,https://runsignup.com/Race/NJ/Wildwood/YourFirstMudRunatWildwood,,"Your First Mud Run is the ONLY mud run in the country designed so both parents and kids can run together. Our courses are 1.5 - 2 miles and include 8 - 12 obstacles that are designed for adults and kids. If you ever thought about doing a mud run, ours is the perfect ""first timer"" event! Anyone 5 years old and up can participate in the fun! We are the largest ""family friendly"" and ""first timer"" Mud Run in the country!"
Beach to Brewery 10K,9/19/2020,Cape May,New Jersey,running,10km,https://runsignup.com/Race/Info/NJ/CapeMay/BeachtoBrewery10k,,Join Cape May Running Company and Cape May Brewing Company in this point-to-point 10K race benefitting the Surfrider Foundation: South Jersey Chapter. The race will start on Beach Ave in Cape May and run off the island to the ground of Cape May Brewing Co.
Delaware and Raritan Canal parkrun,9/19/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Team Parkinson Run - Carnegie Center,9/19/2020,Princeton,New Jersey,running,1mi,http://www.parkinsonalliance.org/fundraise-with-us/team-parkinson/,,
Team Parkinson Run - Carnegie Center,9/19/2020,Princeton,New Jersey,running,5km,http://www.parkinsonalliance.org/fundraise-with-us/team-parkinson/,,
The Beer Run,9/19/2020,Wall Township,New Jersey,running,5km,https://www.thebeerrunnj.com/,,
Berkeley Heights 5K,9/20/2020,Berkeley Heights,New Jersey,running,5km,http://www.berkeleyheights5k.com/,drsmith@drpatricksmith.com,
Cream Ridge 13 Mile Run,9/20/2020,Cream Ridge,New Jersey,running,13mi,https://www.ratraceruns.com/,RatHash@yahoo.com,
Cream Ridge 10 Mile Run,9/20/2020,Cream Ridge,New Jersey,running,10mi,https://www.ratraceruns.com/,RatHash@yahoo.com,
Newport Liberty Half Marathon,9/20/2020,Jersey City,New Jersey,running,13.1mi,https://www.active.com/jersey-city-nj/running/distance-running-races/nycruns-newport-liberty-half-marathon-2020,theteam@nycruns.com,"The Newport Liberty Half is now an NYCRUNS race and better than ever! Starting and finishing in downtown Newport, the course will take you on a tour of historic Jersey City and will feature world- class views of the Statue of Liberty, Ellis Island, the Verrazano-Narrows Bridge and the stunning Manhattan Skyline. If you've run this great race before, expect some changes! This year, the race will include exceptional amenities, increased course support, and four different split points. After PRing on the fast, flat course, plan for an epic post-race celebration at Newport Green with plenty of refreshments, music and more!"
Run the Vineyards - Down the Shore 5K,9/20/2020,Cape May,New Jersey,running,5km,https://runsignup.com/Race/NJ/CapeMay/RuntheVineyardsDowntheShore5K,Ken@gooddayforarun.com,"Join us at one of our most popular vineyard runs of the year - at the beautiful Cape May Winery, just minutes from the shore! This race is a primarily flat road course finishing with a 1/4 mile through the beautiful vineyard. Enjoy 4 lovely tasting areas with plenty of seating and views.  Walkers welcome to participate in this event (must be registered). Race starts at 9am. "
Beauty and the Beach Run,9/26/2020,Long Branch,New Jersey,running,2.5mi,https://runsignup.com/Race/NJ/LongBranch/BeautyandtheBeachRun,info@beautyandthebeachrun.org,"A highly anticipated event held at the New Jersey Shore along the beautiful boardwalk and beach in Long Branch, NJ."
Beauty and the Beach Run,9/26/2020,Long Branch,New Jersey,running,5mi,https://runsignup.com/Race/NJ/LongBranch/BeautyandtheBeachRun,info@beautyandthebeachrun.org,"A highly anticipated event held at the New Jersey Shore along the beautiful boardwalk and beach in Long Branch, NJ."
Delaware and Raritan Canal parkrun,9/26/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Bubbakoo's Taco Trot 5K,9/27/2020,Wall,New Jersey,running,5km,https://runsignup.com/Race/NJ/Wall/JerseyTacoTrot5KRunWalk,,"Welcome to the Taco Trot 5K and 2 mile Family Walk. Our Taco Trot produced by Live Run Give LLC- will be held at the Wall Municipal Complex  on Sunday Sept 27th and will consist of a fun timed course. Our 2 mile option is available for those wishing to run/walk with their families without timing and still enjoy the glory of tacos at the finish. Walkers and runners of all abilities welcome! After your run, Bubbakoo's Burritos will be catering tacos for participants at the finish line.Taco themed finisher's medal and t-shirt for ALL participants!"
Bubbakoo's Taco Trot 5K - 1mi,9/27/2020,Wall,New Jersey,running,1mi,https://runsignup.com/Race/NJ/Wall/JerseyTacoTrot5KRunWalk,,"Welcome to the Taco Trot 5K and 2 mile Family Walk. Our Taco Trot produced by Live Run Give LLC- will be held at the Wall Municipal Complex  on Sunday Sept 27th and will consist of a fun timed course. Our 2 mile option is available for those wishing to run/walk with their families without timing and still enjoy the glory of tacos at the finish. Walkers and runners of all abilities welcome! After your run, Bubbakoo's Burritos will be catering tacos for participants at the finish line.Taco themed finisher's medal and t-shirt for ALL participants!"
Franklin Lakes Scenic Half Marathon - 5K,9/27/2020,Franklin Lakes,New Jersey,running,5km,https://runsignup.com/Race/NJ/FranklinLakes/FranklinLakesScenicHM5K,,"The Wyckoff Family YMCA and the Franklin Lakes Mayor’s Wellness Campaign are pleased to announce the 8th Annual “Franklin Lakes Scenic Half-Marathon, 5K, and 1 Mile Fun Run” to be held Sunday, September 27, 2020."
Franklin Lakes Scenic Half Marathon - 1mi,9/27/2020,Franklin Lakes,New Jersey,running,1mi,https://runsignup.com/Race/NJ/FranklinLakes/FranklinLakesScenicHM5K,,"The Wyckoff Family YMCA and the Franklin Lakes Mayor’s Wellness Campaign are pleased to announce the 8th Annual “Franklin Lakes Scenic Half-Marathon, 5K, and 1 Mile Fun Run” to be held Sunday, September 27, 2020."
Franklin Lakes Scenic Half Marathon,9/27/2020,Franklin Lakes,New Jersey,running,13.1mi,https://runsignup.com/Race/NJ/FranklinLakes/FranklinLakesScenicHM5K,,"The Wyckoff Family YMCA and the Franklin Lakes Mayor’s Wellness Campaign are pleased to announce the 8th Annual “Franklin Lakes Scenic Half-Marathon, 5K, and 1 Mile Fun Run” to be held Sunday, September 27, 2020."
OCNJ Half Marathon - 5K,9/27/2020,Ocean City,New Jersey,running,5km,http://www.ocnj.us/index.cfm?fuseaction=content.pageDetails&id=2088&typeID=179,Lrumer@ocnj.us,"OCNJ Half Marathon & 5K & 10 Mile Non-Competitive Walk/Run Ocean City, NJ"
OCNJ Half Marathon,9/27/2020,Ocean City,New Jersey,running,13.1mi,http://www.ocnj.us/index.cfm?fuseaction=content.pageDetails&id=2088&typeID=179,Lrumer@ocnj.us,"OCNJ Half Marathon & 5K & 10 Mile Non-Competitive Walk/Run Ocean City, NJ"
Survival of the Mills,9/27/2020,Waretown,New Jersey,running,5km,https://runsignup.com/Race/NJ/Waretown/SurvivaloftheMills,,"Multisport athletes will be challenged to a ""one of a kind"" event hosted by Wells Mills County Park. The Triathlon is a continuous Run, Bike, Run, Swim, Run, Bike, Run (7 stages, 6 transitions) covering a total of 26.75 miles. The Duathlon is a continuous Run, Bike, Run, Bike, Run (5 stages, 4 transitions) covering a total of 26.35 miles."
Your First Mud Run - Fair Lawn,9/27/2020,Fair Lawn,New Jersey,running,1.5mi,https://runsignup.com/Race/NJ/FairLawn/YourFirstMudRunatFairLawn,,"Your First Mud Run is the ONLY mud run in the country designed so both parents and kids can run together. Our courses are 1.5 - 2 miles and include 8 - 12 obstacles that are designed for adults and kids. If you ever thought about doing a mud run, ours is the perfect ""first timer"" event! Anyone 5 years old and up can participate in the fun! We are the largest ""family friendly"" and ""first timer"" Mud Run in the country! This year a portion of the proceeds will go to the Fair Lawn Rotary Club."
Your First Mud Run - Fair Lawn,9/27/2020,Fair Lawn,New Jersey,running,2mi,https://runsignup.com/Race/NJ/FairLawn/YourFirstMudRunatFairLawn,,"Your First Mud Run is the ONLY mud run in the country designed so both parents and kids can run together. Our courses are 1.5 - 2 miles and include 8 - 12 obstacles that are designed for adults and kids. If you ever thought about doing a mud run, ours is the perfect ""first timer"" event! Anyone 5 years old and up can participate in the fun! We are the largest ""family friendly"" and ""first timer"" Mud Run in the country! This year a portion of the proceeds will go to the Fair Lawn Rotary Club."
Delaware and Raritan Canal parkrun,10/3/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Cow Run 10 Miler and Calf 5K,10/4/2020,Salem,New Jersey,running,10mi,,,
Cow Run 10 Miler and Calf 5K,10/4/2020,Salem,New Jersey,running,5km,,,
Run the Vineyards - White Horse 5K,10/4/2020,Hammonton,New Jersey,running,5km,https://runsignup.com/Race/NJ/Hammonton/RuntheVineyardsWhiteHorse5K,,"Run for Wine at this popular New Jersey Winery! Enjoy a flat and scenic course through the vineyard and country roads. Finish with Live Music, Wine, Activities and More! (10K and 5K Races start at 10 AM and 10:05 AM, after party immediately after)"
Run the Vineyards - White Horse 5K - 10km,10/4/2020,Hammonton,New Jersey,running,10km,https://runsignup.com/Race/NJ/Hammonton/RuntheVineyardsWhiteHorse5K,,"Run for Wine at this popular New Jersey Winery! Enjoy a flat and scenic course through the vineyard and country roads. Finish with Live Music, Wine, Activities and More! (10K and 5K Races start at 10 AM and 10:05 AM, after party immediately after)"
Crest Best Run Fest,10/10/2020,Wildwood Crest,New Jersey,running,5km,https://runsignup.com/Race/NJ/WildwoodCrest/CrestBestRunFest,info@delmosports.com,"The 3rd Annual Crest Best Run Fest Presented by Inspira Health is a world class running event almost entirely in the Borough of Wildwood Crest, NJ, the home of DelMoSports! After a successful year one, we are excited to continue hosting this event Columbus Day Weekend. This event features 5 races over 2 days for runners seeking the ultimate experience and swag."
Delaware and Raritan Canal parkrun,10/10/2020,Somerset,New Jersey,running,5km,https://www.parkrun.us/register/,delawareandraritancanal@parkrun.com,"Delaware and Raritan Canal parkrun is a FREE weekly 5km event for runners of all standards, which takes place every Saturday at 9:00am in Delaware and Raritan Canal State Park Trail, 156 Mettlers Rd, Somerset, NJ 08873. It is not a race against other runners, but a 5k timed run and it can really be whatever you want it to be, whether that's for fun or as part of a training plan."
Run 4 Their Life 5K,10/10/2020,Caldwell,New Jersey,running,5km,https://runsignup.com/Race/NJ/Caldwell/run4theirlife5k,,"This is a USATF Certified and Sanctioned Race.  Cert.# NJ16022LMB.  Runners start at the section of municipal parking (Parsons Lot) on Westville Ave between Bloomfield Ave. and Westville Ave. (behind Caldwell Diner) and go to Grover Cleveland Park, enter the park and run up around the tennis courts, proceed out of the park onto Gould Ave over to Westville, down Westville (west) to Deerfield Rd and turn left, run down Deerfield Rd and back to Runnymede, proceed north on Brookside up to Westville, and then back to the start."
Run the Vineyards - Laurita 5K,10/10/2020,New Egypt,New Jersey,running,5km,https://runsignup.com/Race/NJ/NewEgypt/RuntheVineyardsLaurita5K,Ken@gooddayforarun.com,"4th Annual Laurita 5K on Saturday, October 10th at 10am!  Join us for this beautiful 5K course through the beautiful Laurita Vineyard! Finish with award winning wine, live music, games, awards, food vendors and more! All runners will receive a glass of wine, tech shirt, souvenir wine glass, and free downloadable photos. This run is chip timed and offers awards to the fastest runners overall and per age group!  Walkers welcome to participate in this event (must register).  "
Crest Best Run Fest,10/11/2020,Wildwood Crest,New Jersey,running,5mi,https://runsignup.com/Race/NJ/WildwoodCrest/CrestBestRunFest,info@delmosports.com,"The 3rd Annual Crest Best Run Fest Presented by Inspira Health is a world class running event almost entirely in the Borough of Wildwood Crest, NJ, the home of DelMoSports! After a successful year one, we are excited to continue hosting this event Columbus Day Weekend. This event features 5 races over 2 days for runners seeking the ultimate experience and swag."
Crest Best Run Fest,10/11/2020,Wildwood Crest,New Jersey,running,10mi,https://runsignup.com/Race/NJ/WildwoodCrest/CrestBestRunFest,info@delmosports.com,"The 3rd Annual Crest Best Run Fest Presented by Inspira Health is a world class running event almost entirely in the Borough of Wildwood Crest, NJ, the home of DelMoSports! After a successful year one, we are excited to continue hosting this event Columbus Day Weekend. This event features 5 races over 2 days for runners seeking the ultimate experience and swag."
Jonathan Slusher Memorial 5K,10/11/2020,Califon,New Jersey,running,5km,https://runsignup.com/Race/NJ/Califon/JonathanSlusherMemorial5k,slushersm@comcast.net,"This run/walk 5k starts at the bridge in Califon NJ and proceeds down River Road along the beautiful South Branch of the Raritan River. At the half way point it loops back along the Columbia Trail to end at the historic Califon train station. After the race there are home made cookies, fruit and other good stuff. There is an awards ceremony for various age groups and one can stroll through the Califon Fall Festival and enjoy the music and activities. There is a kids run for ages 8 and under."
Main Street Half Marathon of Hunterdon - 5K,10/11/2020,Clinton,New Jersey,running,5km,https://www.active.com/clinton-nj/running/distance-running-races/main-street-half-marathon-of-hunterdon-races-5k-and-13-1-2020,,"We are excited to bring you the Main Street Half Marathon of Hunterdon Races (5k, 13.1 & Relay)…”from Mill to Main”!  Many of us life long county residents, our collective vision for this race is simple, highlight some of the greatest things our area has to offer – beautiful landscape, welcoming communities and generously supportive small businesses…while doing what we can to contribute in the fight against one of our area’s biggest challenges – addiction. If this is a vision you can get behind with us, spread the word, share this post…tap a friend, family member or business that may be willing to join in, run with, sponsor or support….sometimes the biggest and most powerful waves can start with a few simple splashes in a giant ocean!"
Main Street Half Marathon of Hunterdon,10/11/2020,Clinton,New Jersey,running,13.1mi,https://www.active.com/clinton-nj/running/distance-running-races/main-street-half-marathon-of-hunterdon-races-5k-and-13-1-2020,,"We are excited to bring you the Main Street Half Marathon of Hunterdon Races (5k, 13.1 & Relay)…”from Mill to Main”!  Many of us life long county residents, our collective vision for this race is simple, highlight some of the greatest things our area has to offer – beautiful landscape, welcoming communities and generously supportive small businesses…while doing what we can to contribute in the fight against one of our area’s biggest challenges – addiction. If this is a vision you can get behind with us, spread the word, share this post…tap a friend, family member or business that may be willing to join in, run with, sponsor or support….sometimes the biggest and most powerful waves can start with a few simple splashes in a giant ocean!"
Run the Vineyards - Laurita 5K (Sunday),10/11/2020,New Egypt,New Jersey,running,5km,https://runsignup.com/Race/NJ/NewEgypt/Sunday,Ken@gooddayforarun.com,"Run the Vineyards returns for the the 4th Annual 5K at the amazing Laurita Winery on Sunday, October 12th at 10am for a beautiful course through the Vineyard! Finish with a complimentary glass of award winning wine, live music, games, awards, food vendors and more! All runners will receive a tech shirt, souvenir wine glass, and free downloadable photos. This run is chip timed and offers awards to the fastest runners overall and per age group! Walkers welcome to participate in this event (must register)."
