Name,Date,Location/City,State,Category,Distance,Website/Registration Link,Contact Email,Summary,,,
Golden Kettle - Oleson Cabin - 7M,"Oct 3, 2020",Whitewater,Wisconsin,running,7mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 30, 2020"
Golden Kettle - Oleson Cabin - 12M,"Oct 3, 2020",Whitewater,Wisconsin,running,12mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 30, 2020"
Golden Kettle - Scuppernong - 3.1M,"Oct 25, 2020",Whitewater,Wisconsin,running,3.1mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 30, 2020"
Golden Kettle - Scuppernong - 5M,"Oct 25, 2020",Whitewater,Wisconsin,running,5mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,,"Rescheduled to August 30, 2020"
Golden Kettle - Scuppernong - 10M,"Oct 25, 2020",Whitewater,Wisconsin,running,10mi,https://runsignup.com/Race/WI/Oconomowoc/GoldenKettleTrailSeries?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,craig@mammothendurance.com,"A BOLD NEW TRAIL RUNNING SERIES taking place in the beautiful Southern Kettle Moraine State Forrest. We produce a stress free, extremely organized and fun yet challenging event for every runner, regardless of experience level. This is a 4 race trail running series with three distance options at each event (short, mid and long). Never tried trail running? Come give it a shot, we're here to help with gear, technique and any other questions you might have. Go for it!",Postponed,"June 29, 2020","Rescheduled to August 30, 2020"
Hartfest Half Marathon,"Jun 20, 2020",Wauwatosa,Wisconsin,running,13.1mi,https://thedriven.net/event-registration/site.race_reg/eid/37156145678?&,krndegenaro@yahoo.com,The HartFest Half Marathon is held in Wauwatosa. Half of the profits are donated to Hartfest Charities and go to benefit various local causes.  This race has been growing every year.  Best part?  You never need to cross a road and there is all kinds of terrain to keep you interested.,Cancelled,,
Hot2Trot Cottage Grove,"Jun 20, 2020",Cottage Grove,Wisconsin,running,13.1mi,http://hot2trotcottagegrove.org/,info@hot2trotcottagegrove.org,Join us for the for the Hot2Trot event. Support the Cottage Grove Fire Department while running along with your friends and neighbors.,Switched to Virtual,,
Hot2Trot Cottage Grove,"Jun 20, 2020",Cottage Grove,Wisconsin,running,5km,http://hot2trotcottagegrove.org/,info@hot2trotcottagegrove.org,Join us for the for the Hot2Trot event. Support the Cottage Grove Fire Department while running along with your friends and neighbors.,Switched to Virtual,,
Howard Temin Lakeshore Path parkrun,"Jun 20, 2020",Madison,Wisconsin,running,5km,https://www.parkrun.us/howardteminlakeshorepath/,howardteminlakeshorepath@parkrun.com,"The event takes place at Alumni Park, 724 Langdon St, Madison, WI 53706.",Cancelled,"June 29, 2020",
Kettle Classic,"May 4, 2020",Dousman,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Dousman/KettleClassicBikeWalkRunEvent,bridgettbrown@ladlake.org,"The safety and well-being of our participants for the Kettle Classic Bike Walk Run event is paramount. Therefore the 2020 experience will be held as a unified, virtual event. Although we will miss seeing you at Lad Lake this summer, one thing we know for sure, our mission of healing and assisting youth who have faced trauma- must continue.",Switched to Virtual,,"Rescheduled from June 20 to May 4 - June 27, 2020"
Kewaskum Summer Solstice 10K/5K,"Jun 20, 2020",Kewaskum,Wisconsin,running,10km,https://runsignup.com/Race/WI/Kewaskum/Summer,terri@finishlinetrainingllc.com,Run into the Summer Solstice with this twilight 5K/10K event. See the sights of the quaint village of Kewaskum as you run or walk to beat the sunset on the eve of the longest day of the year. Both distances take off at 7 pm and finish with a celebration of the Solstice. Runners and walkers are invited to participate in the 5K distance. Participants in the 10K distance must be able to finish the course in under 90 minutes in order to guarantee that all participants finish before dark.,Ongoing,,
Kewaskum Summer Solstice 10K/5K,"Jun 20, 2020",Kewaskum,Wisconsin,running,5km,https://runsignup.com/Race/WI/Kewaskum/Summer,terri@finishlinetrainingllc.com,Run into the Summer Solstice with this twilight 5K/10K event. See the sights of the quaint village of Kewaskum as you run or walk to beat the sunset on the eve of the longest day of the year. Both distances take off at 7 pm and finish with a celebration of the Solstice. Runners and walkers are invited to participate in the 5K distance. Participants in the 10K distance must be able to finish the course in under 90 minutes in order to guarantee that all participants finish before dark.,Ongoing,,
Lighthouse Run,"Jun 20, 2020",Racine,Wisconsin,running,10mi,https://5kevents.raceentry.com/reruns-2020-consolidation-run/race-information,supportstaff@5Kevents.org,We invite you to participate in the 2020 Consolidation Run for FREE to make up for the loss of any cancelled physical event during the pandemic.,Switched to Virtual,,
Lighthouse Run,"Jun 20, 2020",Racine,Wisconsin,running,4mi,https://5kevents.raceentry.com/reruns-2020-consolidation-run/race-information,supportstaff@5Kevents.org,We invite you to participate in the 2020 Consolidation Run for FREE to make up for the loss of any cancelled physical event during the pandemic.,Switched to Virtual,,
Lutefiskman Triathlon,"Jun 20, 2020",Osseo,Wisconsin,running,5km,http://lakemarthadays.org/race/rHome.aspx,vold.kelly@mayo.edu,"This is a GREAT first time or beginner triathlon or 5K, while still being competitive for those mad skilled veterans!",Ongoing,,
Mike's Run - 5M,"Jun 13, 2020",Marshfield,Wisconsin,running,5mi,https://www.marshfieldclinic.org/giving/running-cycling-events/mikes-ride-run,selk.anna@marshfieldclinic.org,"Although we will not be able to hold Mike’s Run in-person, we are excited to offer the event virtually! Participants are able to sign up for the 10-mile, 5-mile or 2-mile run/walk.",Switched to Virtual,,"Rescheduled from June 20 to June 13 - 20, 2020"
Mike's Run - 10M,"Jun 13, 2020",Marshfield,Wisconsin,running,10mi,https://www.marshfieldclinic.org/giving/running-cycling-events/mikes-ride-run,selk.anna@marshfieldclinic.org,"Although we will not be able to hold Mike’s Run in-person, we are excited to offer the event virtually! Participants are able to sign up for the 10-mile, 5-mile or 2-mile run/walk.",Switched to Virtual,,"Rescheduled from June 20 to June 13 - 20, 2020"
Mike's Run - 2M,"Jun 13, 2020",Marshfield,Wisconsin,running,2mi,https://www.marshfieldclinic.org/giving/running-cycling-events/mikes-ride-run,selk.anna@marshfieldclinic.org,"Although we will not be able to hold Mike’s Run in-person, we are excited to offer the event virtually! Participants are able to sign up for the 10-mile, 5-mile or 2-mile run/walk.",Switched to Virtual,,"Rescheduled from June 20 to June 13 - 20, 2020"
Mutt Strut N' Tabby Trot - 5K,"Jul 17, 2020",Menomonie,Wisconsin,running,5km,https://runsignup.com/Race/WI/Menomonie/DCHSmuttstrut,director@dunncountyhumanesociety.org,Join Dunn County Humane Society for a fun run/walk to benefit the homeless animals of Dunn County!,Ongoing,,"Rescheduled from June 20 to July 17 - 19, 2020"
Mutt Strut N' Tabby Trot - 3.1M,"Jul 17, 2020",Menomonie,Wisconsin,running,3.1mi,https://runsignup.com/Race/WI/Menomonie/DCHSmuttstrut,director@dunncountyhumanesociety.org,Join Dunn County Humane Society for a fun run/walk to benefit the homeless animals of Dunn County!,Ongoing,,"Rescheduled from June 20 to July 17 - 19, 2020"
Paws on the Run,"Jun 20, 2020",Minocqua,Wisconsin,running,5km,https://blueravenproductions.com/paws-on-the-run-5k/,rick@blueravenproductions.com,"Start your day with a walk/run with or without your dog(s) before the Minocqua Paws in the Park event starts on Saturday, June 20.  The 3rd annual race begins and ends on Lakeshore Drive in front of the Minocqua Brewery.",Ongoing,,
Pet Walk MKE,"Jun 20, 2020",Milwaukee,Wisconsin,running,5km,https://secure2.convio.net/whs/site/TR;jsessionid=00000000.app20119b?sid=1092&pg=informational&fr_id=1320&NONCE_TOKEN=FF0299BC8C49B8B8776EE5611743DD19,petwalk@wihumane.org,"We know that this year will look a little different than years’ past, but that won’t stop us from celebrating the animals we love, and coming together in spirit to support the animals in our community who need us.",Switched to Virtual,,
runLIVrun - 10K,"Jun 20, 2020",Cross Plains,Wisconsin,running,10km,https://runsignup.com/Race/WI/CrossPlains/runLIVrun,,"On March 20, 2018, our daughter, Olivia, was diagnosed with Type 1 Diabetes. As we learned how to cope with daily life, we received an amazing outpouring of support from our local JDRF chapter. Once we got our footing, we knew we wanted to give back and help with research. Olivia had been running races with us since she was born and had just begun actually running, not just riding in the stroller. This race was born out of that love of running and our strong desire to find a cure for Type 1. All of the proceeds from run.LIV.run will go towards finding a cure! Please, join us for a fun day on the trails! Food and beer will be provided after the race.",Cancelled,,Contact Form
runLIVrun - 5K,"Jun 20, 2020",Cross Plains,Wisconsin,running,5km,https://runsignup.com/Race/WI/CrossPlains/runLIVrun,,"On March 20, 2018, our daughter, Olivia, was diagnosed with Type 1 Diabetes. As we learned how to cope with daily life, we received an amazing outpouring of support from our local JDRF chapter. Once we got our footing, we knew we wanted to give back and help with research. Olivia had been running races with us since she was born and had just begun actually running, not just riding in the stroller. This race was born out of that love of running and our strong desire to find a cure for Type 1. All of the proceeds from run.LIV.run will go towards finding a cure! Please, join us for a fun day on the trails! Food and beer will be provided after the race.",Cancelled,,Contact Form
Ultra 8's Trail Run - 8M,"Jun 20, 2020",Deerbrook,Wisconsin,running,8mi,https://runsignup.com/Race/WI/Deerbrook/jacklaketrailrun19,jacklakessa@gmail.com,"Join us for the Ultra 8's Trail Run!! The Jack Lake Silent Sports Association’s third annual trail run will be all day event this year, held on Saturday, June 20th, 2020.",Cancelled,,
Ultra 8's Trail Run - 7.5M,"Jun 20, 2020",Deerbrook,Wisconsin,running,7.5mi,https://runsignup.com/Race/WI/Deerbrook/jacklaketrailrun19,jacklakessa@gmail.com,"Join us for the Ultra 8's Trail Run!! The Jack Lake Silent Sports Association’s third annual trail run will be all day event this year, held on Saturday, June 20th, 2020.",Cancelled,,
Ultra 8's Trail Run - 5K,"Jun 20, 2020",Deerbrook,Wisconsin,running,5km,https://runsignup.com/Race/WI/Deerbrook/jacklaketrailrun19,jacklakessa@gmail.com,"Join us for the Ultra 8's Trail Run!! The Jack Lake Silent Sports Association’s third annual trail run will be all day event this year, held on Saturday, June 20th, 2020.",Cancelled,,
Vapor 5K,"Jun 20, 2020",Suamico,Wisconsin,running,5km,https://www.vapor5k.org/,vapor5k@gmail.com,"Through fitness locally, we aspire to make an impact globally.",Switched to Virtual,,"Rescheduled to June 20 - July 4, 2020"
Wild Wing Run,"Jun 20, 2020",Stevens Point,Wisconsin,running,5km,https://www.wildwingrun.org/,wildwingrun@gmail.com,"We are an annual 5k Fun Run / Walk that benefits the National Brain Tumor Society. Beyond that, we truly want to touch the hearts of everyone that participates. To surround them with love, joy and a little bit of fun. Our event is held each year on the Third Saturday in June. The Wild Wing Fun Run is in memory of our beloved Friend, Wife and Mother, Judy Nantell.",Cancelled,,
Wisconsin Brewery Running Series - East Troy Brewery,"Jun 20, 2020",East Troy,Wisconsin,running,5km,https://www.eventbrite.com/e/beer-run-east-troy-brewery-part-of-the-2020-wi-brewery-running-series-registration-86372890641,sarah.lockwood@breweryrunningseries.com,"We are the Wisconsin Brewery Running Series and we run for beer! Join us at East Troy Brewery on Sat. June 20, 2020, at 11 a.m. for a 5k-ish course that starts and ends at this awesome brewery. Weave through the surrounding area at whatever pace you like, no matter what there’s a beer waiting for you at the finish line!",Ongoing,,
Wisconsin Trail Assail - Father's Day Run - 10K,"Jun 20, 2020",Menomonee Falls,Wisconsin,running,10km,https://runsignup.com/Race/WI/MenomoneeFalls/FathersDayRun,,"The race is on! The 5K & 10K are limited to 100 people. The half has been converted to a 10K for safety reasons. Please watch this website, and your email as we continue to adjust our safety plan to keep everyone safe!",Ongoing,,Contact Form
Wisconsin Trail Assail - Father's Day Run - 5K,"Jun 20, 2020",Menomonee Falls,Wisconsin,running,5km,https://runsignup.com/Race/WI/MenomoneeFalls/FathersDayRun,,"The race is on! The 5K & 10K are limited to 100 people. The half has been converted to a 10K for safety reasons. Please watch this website, and your email as we continue to adjust our safety plan to keep everyone safe!",Ongoing,,Contact Form
Wisconsin Trail Assail - Father's Day Run - Half Marathon,"Jun 20, 2020",Menomonee Falls,Wisconsin,running,13.1mi,https://runsignup.com/Race/WI/MenomoneeFalls/FathersDayRun,,"The race is on! The 5K & 10K are limited to 100 people. The half has been converted to a 10K for safety reasons. Please watch this website, and your email as we continue to adjust our safety plan to keep everyone safe!",Ongoing,,Contact Form
AKA 5K - Another Kilometer for Anna,"Jun 21, 2020",Frederic,Wisconsin,running,5km,https://www.facebook.com/anotherkilomterforanna5k,aka-5k@outlook.com,Anna (Nelson) Antonich Memorial 5K. All funds will go to a Collegiate Scholarship given to a Frederic High School graduate,Cancelled,,
Brew City Half Marathon,"Jun 21, 2020",Milwaukee,Wisconsin,running,13.1mi,https://wisconsinruns.com/brewcityrun-register,info@allcommunityevents.com,,Switched to Virtual,,
Freedom 5K,"Jun 21, 2020",Wauwatosa,Wisconsin,running,5km,https://runsignup.com/Race/WI/Wauwatosa/WIFreedomRunWalk,info@allcommunityevents.com,,Ongoing,,
Titletown Ultra Series - 6H,"Jun 27, 2020",Green Bay,Wisconsin,running,6H,https://ultrasignup.com/register.aspx?did=72833,titletownultra@gmail.com,"The 3rd annual Wolf Run 4.75-Mile Trail Run kicks off the events of the Titletown Ultra Series weekend. In the Wolf Run, runners will follow the same loop that our 6 Hour, 8 Hour, and 15.5 Hour participants will be running on the next day. Wolf Run runners will complete ONE circuit of the Titletown loop.",Cancelled,,
Titletown Ultra Series - 8H,"Jun 27, 2020",Green Bay,Wisconsin,running,8H,https://ultrasignup.com/register.aspx?did=72833,titletownultra@gmail.com,"The 3rd annual Wolf Run 4.75-Mile Trail Run kicks off the events of the Titletown Ultra Series weekend. In the Wolf Run, runners will follow the same loop that our 6 Hour, 8 Hour, and 15.5 Hour participants will be running on the next day. Wolf Run runners will complete ONE circuit of the Titletown loop.",Cancelled,,
Titletown Ultra Series - 15.5H,"Jun 27, 2020",Green Bay,Wisconsin,running,15.5H,https://ultrasignup.com/register.aspx?did=72833,titletownultra@gmail.com,"The 3rd annual Wolf Run 4.75-Mile Trail Run kicks off the events of the Titletown Ultra Series weekend. In the Wolf Run, runners will follow the same loop that our 6 Hour, 8 Hour, and 15.5 Hour participants will be running on the next day. Wolf Run runners will complete ONE circuit of the Titletown loop.",Cancelled,,
Titletown Ultra Series - 5K,"Jun 26, 2020",Green Bay,Wisconsin,running,4.75mi,https://ultrasignup.com/register.aspx?did=72833,titletownultra@gmail.com,"The 3rd annual Wolf Run 4.75-Mile Trail Run kicks off the events of the Titletown Ultra Series weekend. In the Wolf Run, runners will follow the same loop that our 6 Hour, 8 Hour, and 15.5 Hour participants will be running on the next day. Wolf Run runners will complete ONE circuit of the Titletown loop.",Cancelled,,
Bear Cupboard Run - Half Marathon,"Jun 27, 2020",Minocqua,Wisconsin,running,13.1mi,http://www.bearcupboardrun.org/race-information/virtual-race-information/,,"Sometime on Saturday, June 27 or Sunday, June 28, you can run your race.   You can run whatever course you want, as long as you have the right distance.   You’ll need to time yourself.",Switched to Virtual,,"Rescheduled to June 27 - 28, 2020"
Bear Cupboard Run - 5K,"Jun 27, 2020",Minocqua,Wisconsin,running,5km,http://www.bearcupboardrun.org/race-information/virtual-race-information/,,"Sometime on Saturday, June 27 or Sunday, June 28, you can run your race.   You can run whatever course you want, as long as you have the right distance.   You’ll need to time yourself.",Switched to Virtual,,"Rescheduled to June 27 - 28, 2020"
Berry Big Run for the Kids,"Jul 27, 2020",Cedarburg,Wisconsin,running,5km,https://runsignup.com/Race/WI/YourCity/berrybigrunforthekids?aflt_token=vkmwDmweQ4iCYn8otSOOnKQ3vCO8buOw,contact@bbbsoz.org,"This year's Berry Big Run for the Kids will be held July 27-August 2 and YOU have the power to choose your favorite 5K (3.1 mile) running/walking route, the day, the time, and your preferred weather. Though our 500 participants will not be able to all run together, we are still going to make it a great event to help ignite and empower potential in Ozaukee County children.",Switched to Virtual,,"Rescheduled to July 27 - August 2, 2020"
Cheese Curd Run - 10K,"Jun 27, 2020",Ellsworth,Wisconsin,running,10km,https://www.cheesecurdfestival.com/event-info/,,"The Cheese Curd Capital of Wisconsin invites you to America’s Squeakiest Race! This route takes you along quiet shaded streets and beautiful rural scenery. Your greatest motivation awaits at the end…you’ll cross the finish line at the Cheese Curd Festival grounds where you’ll find all things cheese curds! Plan to reward yourself with a day of food, music, and tastings events!",Ongoing,,Contact Form
Cheese Curd Run - 5K,"Jun 27, 2020",Ellsworth,Wisconsin,running,5km,https://www.cheesecurdfestival.com/event-info/,,"The Cheese Curd Capital of Wisconsin invites you to America’s Squeakiest Race! This route takes you along quiet shaded streets and beautiful rural scenery. Your greatest motivation awaits at the end…you’ll cross the finish line at the Cheese Curd Festival grounds where you’ll find all things cheese curds! Plan to reward yourself with a day of food, music, and tastings events!",Ongoing,,Contact Form
Fast Feet For Families,"Jun 27, 2020",Janesville,Wisconsin,running,5km,https://fastfeetforfamilies.webnode.com/,shilo.titus@co.rock.wi.us,,Cancelled,,
For Pete's Sake Walk/Run,"Jun 27, 2020",Kenosha,Wisconsin,running,5km,http://www.forpetesake.org/,fitthis@hotmail.com,,Cancelled,,
Happy Birthday America 5K/10K,"Jun 27, 2020",Shorewood,Wisconsin,running,10km,https://runsignup.com/Race/WI/Milwaukee/HappyBirthdayAmerica5k,,"Start a new family tradition!  Before the cookouts, parades, and fireworks, enjoy a fun race the weekend before the 4th of July.  The Happy Birthday America 5k & 10k is a birthday celebration for America!  The 5k & 10k run/walk will have patriotic music, and more red, white, and blue than you can imagine!  The course starts and finishes in Estabrook Park.  It cruises downhill along Estabrook Parkway before turning north on the paved Oak Leaf Trail.  The 10k course completes the 5k loop, then continues along the Oak Leaf Trail, and will complete a 2nd loop. This is a fast and fun course you’re going to love!  After the race, everyone gets an America's Birthday cupcake!",Switched to Virtual,,"Rescheduled to June 27 - July 4, 2020"
Happy Birthday America 5K/10K,"Jun 27, 2020",Shorewood,Wisconsin,running,5km,https://runsignup.com/Race/WI/Milwaukee/HappyBirthdayAmerica5k,,"Start a new family tradition!  Before the cookouts, parades, and fireworks, enjoy a fun race the weekend before the 4th of July.  The Happy Birthday America 5k & 10k is a birthday celebration for America!  The 5k & 10k run/walk will have patriotic music, and more red, white, and blue than you can imagine!  The course starts and finishes in Estabrook Park.  It cruises downhill along Estabrook Parkway before turning north on the paved Oak Leaf Trail.  The 10k course completes the 5k loop, then continues along the Oak Leaf Trail, and will complete a 2nd loop. This is a fast and fun course you’re going to love!  After the race, everyone gets an America's Birthday cupcake!",Switched to Virtual,,"Rescheduled to June 27 - July 4, 2020"
Hodag Run for Your Life,"Jun 27, 2020",Rhinelander,Wisconsin,running,10km,http://www.ymcaofthenorthwoods.org/events/2020/june-2020/hodag-run-for-your-life-event-update/,,,Cancelled,,Contact Form
Howard Temin Lakeshore Path parkrun,"Jun 27, 2020",Madison,Wisconsin,running,5km,https://www.parkrun.us/howardteminlakeshorepath/,howardteminlakeshorepath@parkrun.com,"The event takes place at Alumni Park, 724 Langdon St, Madison, WI 53706.",Cancelled,"June 29, 2020",
Hunger Hustle 5K,"Jun 27, 2020",Eagle,Wisconsin,running,5km,https://www.hungerhustle5k.com/,jessie.steinbach12@gmail.com,ALL PROCEEDS WILL BE DONATED TO THE EAGLE COMMUNITY FOOD PANTRY AND PALMYRA COMMUNITY FOOD PANTRY,Switched to Virtual,,
Juneau County June Dairy Days Fun Run,"Jun 27, 2020",Mauston,Wisconsin,running,5km,https://runsignup.com/Race/WI/Mauston/JuneDairyDaysFunRunJuneauCounty,,"You HERD it here first! Get your body MOOvin with a 5K race to celebrate June Dairy Days and our Cowtastic CowMoonity? Is running not your TAILent? Participate in a ZeroK race with a chance to win in a variety of categories. Be aMOOsed with the Little Calf Race for any kid 10 and under! Don't HOOF it home after the races! Join us in the park for music, food, beverages, and everything UDDER the sun!",Ongoing,,
Let's Run Wisconsin - 5M,"Jun 27, 2020",Nashotah,Wisconsin,running,5mi,https://runsignup.com/Race/Info/WI/Nashotah/LetsRunWisconsin,info@silvercirclesportsevents.com,"It's time to start running again. Socially distanced of course. The Let's Run Wisconsin event is held over two days. Because there is a cap on the number of entries available, early registration is encouraged. Our social distancing plan EXCEEDS Waukesha County requirements. You can both events each day, but the tshirts are the same. When registering, opt out of a shirt and save $5.00.",Ongoing,,
Let's Run Wisconsin - 5K,"Jun 27, 2020",Nashotah,Wisconsin,running,5km,https://runsignup.com/Race/Info/WI/Nashotah/LetsRunWisconsin,info@silvercirclesportsevents.com,"It's time to start running again. Socially distanced of course. The Let's Run Wisconsin event is held over two days. Because there is a cap on the number of entries available, early registration is encouraged. Our social distancing plan EXCEEDS Waukesha County requirements. You can both events each day, but the tshirts are the same. When registering, opt out of a shirt and save $5.00.",Ongoing,,
Let's Run Wisconsin - Half Marathon,"Jun 27, 2020",Nashotah,Wisconsin,running,13.1mi,https://runsignup.com/Race/Info/WI/Nashotah/LetsRunWisconsin,info@silvercirclesportsevents.com,"It's time to start running again. Socially distanced of course. The Let's Run Wisconsin event is held over two days. Because there is a cap on the number of entries available, early registration is encouraged. Our social distancing plan EXCEEDS Waukesha County requirements. You can both events each day, but the tshirts are the same. When registering, opt out of a shirt and save $5.00.",Ongoing,,"Rescheduled to June 27 - 28, 2020"
Prairie Chase,"Jun 24, 2020",Middleton,Wisconsin,running,10km,https://www.prairiechase.com/registration/,office@pheasantbranch.org,"The 2020 Prairie Chase is a VIRTUAL event. Run when and where you’d like (between 6/24-28 for inclusion in official results), but use your judgement! Be safe, maintain physical distance, and plan to provide your own support. And THANK YOU for your continued dedication to the Prairie Chase and to Pheasant Branch Conservancy. We CAN’T WAIT to see you all again in person next year.",Switched to Virtual,,Rescheduled to June 24 - 28
Prairie Chase,"Jun 24, 2020",Middleton,Wisconsin,running,5km,https://www.prairiechase.com/registration/,office@pheasantbranch.org,"The 2020 Prairie Chase is a VIRTUAL event. Run when and where you’d like (between 6/24-28 for inclusion in official results), but use your judgement! Be safe, maintain physical distance, and plan to provide your own support. And THANK YOU for your continued dedication to the Prairie Chase and to Pheasant Branch Conservancy. We CAN’T WAIT to see you all again in person next year.",Switched to Virtual,,Rescheduled to June 24 - 28
Presque Isle Days 5K/10K,"Jun 27, 2020",Presque Isle,Wisconsin,running,10km,https://presqueisledays.com/,,"We welcome runners, walkers, strollers, and leashed dogs.  Our route starts on our historic logging ponds, and heads through pine, hardwood, and river-lined backroads — roads are paved or hard crushed gravel.",Cancelled,,
Presque Isle Days 5K/10K,"Jun 27, 2020",Presque Isle,Wisconsin,running,5km,https://presqueisledays.com/,,"We welcome runners, walkers, strollers, and leashed dogs.  Our route starts on our historic logging ponds, and heads through pine, hardwood, and river-lined backroads — roads are paved or hard crushed gravel.",Cancelled,,
Rock the Riverfront,"Jun 15, 2020",Eau Claire,Wisconsin,running,10km,https://www.rcu.org/about-royal/community/rock-the-riverfront,facebook@rcu.org,"Run or walk for a Reason! The RCU Foundation is transitioning the 2020 Rock the Riverfront featuring the Charity Classic event to a virtual race. This will be a first for us, in the 26-year history of our event, but we made the decision with your safety in mind as a result of the current environment created by COVID 19.",Switched to Virtual,,"Rescheduled from June 27 to June 15 - 28, 2020"
Rock the Riverfront,"Jun 15, 2020",Eau Claire,Wisconsin,running,2mi,https://www.rcu.org/about-royal/community/rock-the-riverfront,facebook@rcu.org,"Run or walk for a Reason! The RCU Foundation is transitioning the 2020 Rock the Riverfront featuring the Charity Classic event to a virtual race. This will be a first for us, in the 26-year history of our event, but we made the decision with your safety in mind as a result of the current environment created by COVID 19.",Switched to Virtual,,"Rescheduled from June 27 to June 15 - 28, 2020"
Strength in Chequamegon Bay 5K,"Jul 6, 2020",Ashland,Wisconsin,running,5km,https://rangerunners.org/Registration_Info?raceid=154,info@hopecouragestrength.org,Registration and fundraising will remain open until our originally scheduled race day to encourage as many participants as possible to help raise funds for the Compassionate Care Fund at Ashland's Northwest Wisconsin Cancer Center.,Switched to Virtual,,"Rescheduled from June 27 to July 6, 2020"
Village of Hartland 5K,"Jun 27, 2020",Hartland,Wisconsin,running,5km,https://runsignup.com/Race/WI/Hartland/VillageofHartland5K,,"In celebration of the Village of Hartland’s Hometown Celebration, the Village is hosting a 5k Run/Walk on June 27th. In addition to the run, fireworks, arts and crafters, and live music will be held on Friday, June 26 in Nixon Park. On Sunday, June 30th a parade will be held through the Village. More information about the event can be found at villageofhartland.com.",Cancelled,,
Welcome Back Trail Series - 8M,"Jul 11, 2020",Lake Geneva,Wisconsin,running,8mi,http://www.kenosharunningcompany.com/welcome-back-trail-series.html,briant@kenosharunningcompany.com,"Our hope is to have food, beer & soda available in some format, have a bonfire and create a more social feeling for these events while being respectful and keeping in mind the social distance aspects necessary for a safe event.",Postponed,,"Rescheduled from June 27 to July 11, 2020"
Welcome Back Trail Series - 4M,"Jul 11, 2020",Lake Geneva,Wisconsin,running,4mi,http://www.kenosharunningcompany.com/welcome-back-trail-series.html,briant@kenosharunningcompany.com,"Our hope is to have food, beer & soda available in some format, have a bonfire and create a more social feeling for these events while being respectful and keeping in mind the social distance aspects necessary for a safe event.",Postponed,,"Rescheduled from June 27 to July 11, 2020"
Welcome Back Trail Series - 8M,"Jul 25, 2020",Lake Geneva,Wisconsin,running,8mi,http://www.kenosharunningcompany.com/welcome-back-trail-series.html,briant@kenosharunningcompany.com,"Our hope is to have food, beer & soda available in some format, have a bonfire and create a more social feeling for these events while being respectful and keeping in mind the social distance aspects necessary for a safe event.",Postponed,,"Rescheduled from June 27 to July 11, 2020"
Welcome Back Trail Series - 4M,"Jul 25, 2020",Lake Geneva,Wisconsin,running,4mi,http://www.kenosharunningcompany.com/welcome-back-trail-series.html,briant@kenosharunningcompany.com,"Our hope is to have food, beer & soda available in some format, have a bonfire and create a more social feeling for these events while being respectful and keeping in mind the social distance aspects necessary for a safe event.",Postponed,,"Rescheduled from June 27 to July 11, 2020"
Put Homeless to Rest 5K Run/Walk,"Jun 14, 2020",Whitewater,Wisconsin,running,5km,https://runsignup.com/Race/WI/Whitewater/Homelessness5Konsiteevent,whitewatercfp@gmail.com,We know athletes are itching to get out and run/walk with others. This is a fundraising event to help homeless youth in the Whitewater School District.  We are working directly with the Whitewater School District.,Ongoing,,"Rescheduled from June 28 to June 14 - 28, 2020"
